"","year","oshpd_facility_number","facility_name","county_name","type_of_control","type_of_care","count"
"1188",2010,301258,"COASTAL COMMUNITIES HOSPITAL","ORANGE","Investor","Psychiatric",422
"1189",2010,301262,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","ORANGE","Non-Profit","Acute",21547
"1190",2010,301262,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","ORANGE","Non-Profit","Physical Rehabilitation",430
"1191",2010,301279,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","ORANGE","UC","Acute",15221
"1192",2010,301279,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","ORANGE","UC","Psychiatric",1409
"1193",2010,301279,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","ORANGE","UC","Physical Rehabilitation",200
"1194",2010,301283,"GARDEN GROVE HOSPITAL AND MEDICAL CENTER","ORANGE","Investor","Acute",8863
"1195",2010,301297,"PLACENTIA LINDA HOSPITAL","ORANGE","Investor","Acute",4276
"1196",2010,301304,"NEWPORT BAY HOSPITAL","ORANGE","Investor","Psychiatric",798
"1197",2010,301317,"SADDLEBACK MEMORIAL MEDICAL CENTER","ORANGE","Non-Profit","Acute",19968
"1198",2010,301317,"SADDLEBACK MEMORIAL MEDICAL CENTER","ORANGE","Non-Profit","Physical Rehabilitation",66
"1199",2010,301337,"MISSION HOSPITAL LAGUNA BEACH","ORANGE","Non-Profit","Acute",2396
"1200",2010,301337,"MISSION HOSPITAL LAGUNA BEACH","ORANGE","Non-Profit","Psychiatric",920
"1201",2010,301337,"MISSION HOSPITAL LAGUNA BEACH","ORANGE","Non-Profit","Chemical Dependency",840
"1202",2010,301340,"ST. JOSEPH HOSPITAL - ORANGE","ORANGE","Non-Profit","Acute",23425
"1203",2010,301340,"ST. JOSEPH HOSPITAL - ORANGE","ORANGE","Non-Profit","Psychiatric",1816
"1204",2010,301340,"ST. JOSEPH HOSPITAL - ORANGE","ORANGE","Non-Profit","Chemical Dependency",7
"1205",2010,301342,"ST. JUDE MEDICAL CENTER","ORANGE","Non-Profit","Acute",17651
"1206",2010,301342,"ST. JUDE MEDICAL CENTER","ORANGE","Non-Profit","Skilled Nursing/Intermediate Care",989
"1207",2010,301342,"ST. JUDE MEDICAL CENTER","ORANGE","Non-Profit","Physical Rehabilitation",609
"1208",2010,301357,"NEWPORT SPECIALTY HOSPITAL","ORANGE","Investor","Acute",347
"1209",2010,301357,"NEWPORT SPECIALTY HOSPITAL","ORANGE","Investor","Skilled Nursing/Intermediate Care",21
"1210",2010,301379,"WEST ANAHEIM MEDICAL CENTER","ORANGE","Investor","Acute",6137
"1211",2010,301379,"WEST ANAHEIM MEDICAL CENTER","ORANGE","Investor","Psychiatric",397
"1212",2010,301380,"KINDRED HOSPITAL WESTMINSTER","ORANGE","Investor","Acute",985
"1213",2010,301566,"WESTERN MEDICAL CENTER - SANTA ANA","ORANGE","Investor","Acute",11383
"1214",2010,304079,"HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL","ORANGE","Investor","Physical Rehabilitation",1271
"1215",2010,304113,"CHILDREN'S HOSPITAL AT MISSION","ORANGE","Non-Profit","Acute",1900
"1216",2010,304159,"HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE","ORANGE","Investor","Skilled Nursing/Intermediate Care",33
"1217",2010,304159,"HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE","ORANGE","Investor","Physical Rehabilitation",41
"1218",2010,304426,"ROYALE' MISSION VIEJO","ORANGE","Investor","Psychiatric",87
"1219",2010,304460,"HOAG ORTHOPEDIC INSTITUTE","ORANGE","Investor","Acute",336
"1220",2010,310791,"SUTTER AUBURN FAITH HOSPITAL","PLACER","Non-Profit","Acute",4493
"1221",2010,311000,"SUTTER ROSEVILLE MEDICAL CENTER","PLACER","Non-Profit","Acute",18332
"1222",2010,311000,"SUTTER ROSEVILLE MEDICAL CENTER","PLACER","Non-Profit","Skilled Nursing/Intermediate Care",19
"1223",2010,311000,"SUTTER ROSEVILLE MEDICAL CENTER","PLACER","Non-Profit","Physical Rehabilitation",835
"1224",2010,314029,"TELECARE PLACER COUNTY PSYCHIATRIC HEALTH FACILITY","PLACER","Investor","Psychiatric",772
"1225",2010,320859,"EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS","PLUMAS","District","Acute",449
"1226",2010,320859,"EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS","PLUMAS","District","Skilled Nursing/Intermediate Care",85
"1227",2010,320986,"PLUMAS DISTRICT HOSPITAL","PLUMAS","District","Acute",556
"1228",2010,321016,"SENECA HEALTHCARE DISTRICT","PLUMAS","District","Acute",218
"1229",2010,321016,"SENECA HEALTHCARE DISTRICT","PLUMAS","District","Skilled Nursing/Intermediate Care",36
"1230",2010,330120,"BETTY FORD CENTER AT EISENHOWER, THE","RIVERSIDE","Non-Profit","Chemical Dependency",972
"1231",2010,331152,"CORONA REGIONAL MEDICAL CENTER-MAIN","RIVERSIDE","Investor","Acute",10305
"1232",2010,331152,"CORONA REGIONAL MEDICAL CENTER-MAIN","RIVERSIDE","Investor","Skilled Nursing/Intermediate Care",43
"1233",2010,331152,"CORONA REGIONAL MEDICAL CENTER-MAIN","RIVERSIDE","Investor","Psychiatric",462
"1234",2010,331152,"CORONA REGIONAL MEDICAL CENTER-MAIN","RIVERSIDE","Investor","Physical Rehabilitation",149
"1235",2010,331164,"DESERT REGIONAL MEDICAL CENTER","RIVERSIDE","Investor","Acute",19405
"1236",2010,331164,"DESERT REGIONAL MEDICAL CENTER","RIVERSIDE","Investor","Skilled Nursing/Intermediate Care",1011
"1237",2010,331164,"DESERT REGIONAL MEDICAL CENTER","RIVERSIDE","Investor","Psychiatric",3
"1238",2010,331164,"DESERT REGIONAL MEDICAL CENTER","RIVERSIDE","Investor","Physical Rehabilitation",143
"1239",2010,331168,"EISENHOWER MEDICAL CENTER","RIVERSIDE","Non-Profit","Acute",18704
"1240",2010,331168,"EISENHOWER MEDICAL CENTER","RIVERSIDE","Non-Profit","Psychiatric",1
"1241",2010,331194,"HEMET VALLEY MEDICAL CENTER","RIVERSIDE","District","Acute",11538
"1242",2010,331194,"HEMET VALLEY MEDICAL CENTER","RIVERSIDE","District","Skilled Nursing/Intermediate Care",36
"1243",2010,331194,"HEMET VALLEY MEDICAL CENTER","RIVERSIDE","District","Chemical Dependency",729
"1244",2010,331216,"JOHN F KENNEDY MEMORIAL HOSPITAL","RIVERSIDE","Investor","Acute",11205
"1245",2010,331216,"JOHN F KENNEDY MEMORIAL HOSPITAL","RIVERSIDE","Investor","Chemical Dependency",1
"1246",2010,331226,"RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE","RIVERSIDE","Investor","Psychiatric",494
"1247",2010,331226,"RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE","RIVERSIDE","Investor","Chemical Dependency",414
"1248",2010,331288,"PALO VERDE HOSPITAL","RIVERSIDE","District","Acute",1692
"1249",2010,331293,"PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER","RIVERSIDE","Non-Profit","Acute",10765
"1250",2010,331312,"RIVERSIDE COMMUNITY HOSPITAL","RIVERSIDE","Investor","Acute",23142
"1251",2010,331326,"SAN GORGONIO MEMORIAL HOSPITAL","RIVERSIDE","District","Acute",3337
"1252",2010,331326,"SAN GORGONIO MEMORIAL HOSPITAL","RIVERSIDE","District","Skilled Nursing/Intermediate Care",304
"1253",2010,332172,"KINDRED HOSPITAL RIVERSIDE","RIVERSIDE","Investor","Acute",362
"1254",2010,334018,"MENIFEE VALLEY MEDICAL CENTER","RIVERSIDE","District","Acute",4325
"1255",2010,334025,"KAISER FND HOSP - RIVERSIDE","RIVERSIDE","Non-Profit","Acute",18055
"1256",2010,334048,"KAISER FND HOSPITAL - MORENO VALLEY","RIVERSIDE","Non-Profit","Acute",6407
"1257",2010,334048,"KAISER FND HOSPITAL - MORENO VALLEY","RIVERSIDE","Non-Profit","Psychiatric",866
"1258",2010,334068,"SOUTHWEST HEALTHCARE SYSTEM-MURRIETA","RIVERSIDE","Investor","Acute",22944
"1259",2010,334457,"OASIS PSYCHIATRIC HEALTH FACILITY","RIVERSIDE","Investor","Psychiatric",785
"1260",2010,334487,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER","RIVERSIDE","City/County","Acute",19096
"1261",2010,334487,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER","RIVERSIDE","City/County","Psychiatric",4494
"1262",2010,340913,"KAISER FND HOSP - SACRAMENTO/ROSEVILLE-MORSE","SACRAMENTO","Non-Profit","Acute",37232
"1263",2010,340947,"MERCY GENERAL HOSPITAL","SACRAMENTO","Non-Profit","Acute",20964
"1264",2010,340947,"MERCY GENERAL HOSPITAL","SACRAMENTO","Non-Profit","Skilled Nursing/Intermediate Care",596
"1265",2010,340947,"MERCY GENERAL HOSPITAL","SACRAMENTO","Non-Profit","Physical Rehabilitation",353
"1266",2010,340950,"MERCY SAN JUAN HOSPITAL","SACRAMENTO","Non-Profit","Acute",22936
"1267",2010,340951,"METHODIST HOSPITAL OF SACRAMENTO","SACRAMENTO","Non-Profit","Acute",9754
"1268",2010,340951,"METHODIST HOSPITAL OF SACRAMENTO","SACRAMENTO","Non-Profit","Skilled Nursing/Intermediate Care",708
"1269",2010,340951,"METHODIST HOSPITAL OF SACRAMENTO","SACRAMENTO","Non-Profit","Unknown",1
"1270",2010,341006,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","SACRAMENTO","UC","Acute",29352
"1271",2010,341006,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","SACRAMENTO","UC","Physical Rehabilitation",267
"1272",2010,341051,"SUTTER GENERAL HOSPITAL","SACRAMENTO","Non-Profit","Acute",11658
"1273",2010,341051,"SUTTER GENERAL HOSPITAL","SACRAMENTO","Non-Profit","Skilled Nursing/Intermediate Care",679
"1274",2010,341052,"SUTTER MEMORIAL HOSPITAL","SACRAMENTO","Non-Profit","Acute",21704
"1275",2010,342344,"KAISER FND HOSP - SOUTH SACRAMENTO","SACRAMENTO","Non-Profit","Acute",15107
"1276",2010,342392,"SIERRA VISTA HOSPITAL","SACRAMENTO","Investor","Psychiatric",3782
"1277",2010,344011,"SACRAMENTO COUNTY MENTAL HEALTH TREATMENT CENTER","SACRAMENTO","City/County","Psychiatric",1790
"1278",2010,344017,"SUTTER CENTER FOR PSYCHIATRY","SACRAMENTO","Non-Profit","Psychiatric",2198
"1279",2010,344021,"HERITAGE OAKS HOSPITAL","SACRAMENTO","Investor","Psychiatric",2669
"1280",2010,344029,"MERCY HOSPITAL - FOLSOM","SACRAMENTO","Non-Profit","Acute",5504
"1281",2010,344035,"KINDRED HOSPITAL - SACRAMENTO","SACRAMENTO","Investor","Acute",325
"1282",2010,344114,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.","SACRAMENTO","Non-Profit","Acute",1221
"1283",2010,344114,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.","SACRAMENTO","Non-Profit","Physical Rehabilitation",28
"1284",2010,344170,"CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL","SACRAMENTO","Investor","Psychiatric",386
"1285",2010,350784,"HAZEL HAWKINS MEMORIAL HOSPITAL","SAN BENITO","District","Acute",2928
"1286",2010,350784,"HAZEL HAWKINS MEMORIAL HOSPITAL","SAN BENITO","District","Skilled Nursing/Intermediate Care",231
"1287",2010,361105,"BARSTOW COMMUNITY HOSPITAL","SAN BERNARDINO","Investor","Acute",2538
"1288",2010,361110,"BEAR VALLEY COMMUNITY HOSPITAL","SAN BERNARDINO","District","Acute",412
"1289",2010,361110,"BEAR VALLEY COMMUNITY HOSPITAL","SAN BERNARDINO","District","Skilled Nursing/Intermediate Care",1
"1290",2010,361144,"CHINO VALLEY MEDICAL CENTER","SAN BERNARDINO","Investor","Acute",6504
"1291",2010,361166,"MONTCLAIR HOSPITAL MEDICAL CENTER","SAN BERNARDINO","Investor","Acute",6052
"1292",2010,361223,"KAISER FND HOSP - FONTANA","SAN BERNARDINO","Non-Profit","Acute",29428
"1293",2010,361223,"KAISER FND HOSP - FONTANA","SAN BERNARDINO","Non-Profit","Chemical Dependency",834
"1294",2010,361223,"KAISER FND HOSP - FONTANA","SAN BERNARDINO","Non-Profit","Physical Rehabilitation",2
"1295",2010,361246,"LOMA LINDA UNIVERSITY MEDICAL CENTER","SAN BERNARDINO","Non-Profit","Acute",32464
"1296",2010,361246,"LOMA LINDA UNIVERSITY MEDICAL CENTER","SAN BERNARDINO","Non-Profit","Physical Rehabilitation",485
"1297",2010,361266,"MOUNTAINS COMMUNITY HOSPITAL","SAN BERNARDINO","District","Acute",266
"1298",2010,361266,"MOUNTAINS COMMUNITY HOSPITAL","SAN BERNARDINO","District","Skilled Nursing/Intermediate Care",23
"1299",2010,361274,"KINDRED HOSPITAL ONTARIO","SAN BERNARDINO","Investor","Acute",1120
"1300",2010,361308,"REDLANDS COMMUNITY HOSPITAL","SAN BERNARDINO","Non-Profit","Acute",13287
"1301",2010,361308,"REDLANDS COMMUNITY HOSPITAL","SAN BERNARDINO","Non-Profit","Skilled Nursing/Intermediate Care",660
"1302",2010,361308,"REDLANDS COMMUNITY HOSPITAL","SAN BERNARDINO","Non-Profit","Psychiatric",694
"1303",2010,361318,"SAN ANTONIO COMMUNITY HOSPITAL","SAN BERNARDINO","Non-Profit","Acute",17412
"1304",2010,361323,"COMMUNITY HOSPITAL OF SAN BERNARDINO","SAN BERNARDINO","Non-Profit","Acute",10933
"1305",2010,361323,"COMMUNITY HOSPITAL OF SAN BERNARDINO","SAN BERNARDINO","Non-Profit","Skilled Nursing/Intermediate Care",108
"1306",2010,361323,"COMMUNITY HOSPITAL OF SAN BERNARDINO","SAN BERNARDINO","Non-Profit","Psychiatric",2931
"1307",2010,361339,"ST. BERNARDINE MEDICAL CENTER","SAN BERNARDINO","Non-Profit","Acute",19250
"1308",2010,361343,"ST. MARY REGIONAL MEDICAL CENTER","SAN BERNARDINO","Non-Profit","Acute",18377
"1309",2010,361370,"VICTOR VALLEY COMMUNITY HOSPITAL","SAN BERNARDINO","City/County","Acute",7805
"1310",2010,361458,"COLORADO RIVER MEDICAL CENTER","SAN BERNARDINO","City/County","Acute",492
"1311",2010,362041,"HI-DESERT MEDICAL CENTER","SAN BERNARDINO","District","Acute",3840
"1312",2010,362041,"HI-DESERT MEDICAL CENTER","SAN BERNARDINO","District","Skilled Nursing/Intermediate Care",526
"1313",2010,364014,"LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER","SAN BERNARDINO","Non-Profit","Psychiatric",3726
"1314",2010,364014,"LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER","SAN BERNARDINO","Non-Profit","Chemical Dependency",565
"1315",2010,364050,"CANYON RIDGE HOSPITAL","SAN BERNARDINO","Investor","Psychiatric",4429
"1316",2010,364121,"BALLARD REHABILITATION HOSP","SAN BERNARDINO","Investor","Physical Rehabilitation",1085
"1317",2010,364144,"DESERT VALLEY HOSPITAL","SAN BERNARDINO","Investor","Acute",7560
"1318",2010,364188,"KINDRED HOSPITAL RANCHO","SAN BERNARDINO","Investor","Acute",822
"1319",2010,364188,"KINDRED HOSPITAL RANCHO","SAN BERNARDINO","Investor","Unknown",2
"1320",2010,364231,"ARROWHEAD REGIONAL MEDICAL CENTER","SAN BERNARDINO","City/County","Acute",23435
"1321",2010,364231,"ARROWHEAD REGIONAL MEDICAL CENTER","SAN BERNARDINO","City/County","Psychiatric",3690
"1322",2010,370652,"ALVARADO HOSPITAL","SAN DIEGO","Investor","Acute",9013
"1323",2010,370652,"ALVARADO HOSPITAL","SAN DIEGO","Investor","Physical Rehabilitation",308
"1324",2010,370673,"RADY CHILDREN'S HOSPITAL - SAN DIEGO","SAN DIEGO","Non-Profit","Acute",13549
"1325",2010,370673,"RADY CHILDREN'S HOSPITAL - SAN DIEGO","SAN DIEGO","Non-Profit","Skilled Nursing/Intermediate Care",135
"1326",2010,370673,"RADY CHILDREN'S HOSPITAL - SAN DIEGO","SAN DIEGO","Non-Profit","Physical Rehabilitation",49
"1327",2010,370689,"SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER","SAN DIEGO","Non-Profit","Acute",2971
"1328",2010,370689,"SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER","SAN DIEGO","Non-Profit","Skilled Nursing/Intermediate Care",320
"1329",2010,370694,"SHARP MEMORIAL HOSPITAL","SAN DIEGO","Non-Profit","Acute",37077
"1330",2010,370694,"SHARP MEMORIAL HOSPITAL","SAN DIEGO","Non-Profit","Physical Rehabilitation",417
"1331",2010,370705,"FALLBROOK HOSPITAL DISTRICT","SAN DIEGO","Investor","Acute",2982
"1332",2010,370705,"FALLBROOK HOSPITAL DISTRICT","SAN DIEGO","Investor","Skilled Nursing/Intermediate Care",383
"1333",2010,370714,"GROSSMONT HOSPITAL","SAN DIEGO","Non-Profit","Acute",29986
"1334",2010,370714,"GROSSMONT HOSPITAL","SAN DIEGO","Non-Profit","Skilled Nursing/Intermediate Care",119
"1335",2010,370714,"GROSSMONT HOSPITAL","SAN DIEGO","Non-Profit","Psychiatric",1319
"1336",2010,370714,"GROSSMONT HOSPITAL","SAN DIEGO","Non-Profit","Physical Rehabilitation",368
"1337",2010,370721,"KINDRED HOSPITAL - SAN DIEGO","SAN DIEGO","Investor","Acute",626
"1338",2010,370730,"KAISER FND HOSP - SAN DIEGO","SAN DIEGO","Non-Profit","Acute",32042
"1339",2010,370744,"SCRIPPS MERCY HOSPITAL","SAN DIEGO","Non-Profit","Acute",34400
"1340",2010,370744,"SCRIPPS MERCY HOSPITAL","SAN DIEGO","Non-Profit","Psychiatric",1981
"1341",2010,370745,"SHARP MESA VISTA HOSPITAL","SAN DIEGO","Non-Profit","Psychiatric",5435
"1342",2010,370749,"ALVARADO PARKWAY INSTITUTE B.H.S.","SAN DIEGO","Investor","Psychiatric",2024
"1343",2010,370749,"ALVARADO PARKWAY INSTITUTE B.H.S.","SAN DIEGO","Investor","Chemical Dependency",249
"1344",2010,370755,"PALOMAR MEDICAL CENTER","SAN DIEGO","District","Acute",22283
"1345",2010,370755,"PALOMAR MEDICAL CENTER","SAN DIEGO","District","Skilled Nursing/Intermediate Care",442
"1346",2010,370755,"PALOMAR MEDICAL CENTER","SAN DIEGO","District","Psychiatric",1202
"1347",2010,370755,"PALOMAR MEDICAL CENTER","SAN DIEGO","District","Physical Rehabilitation",442
"1348",2010,370759,"PARADISE VALLEY HOSPITAL","SAN DIEGO","Investor","Acute",7313
"1349",2010,370759,"PARADISE VALLEY HOSPITAL","SAN DIEGO","Investor","Psychiatric",3464
"1350",2010,370759,"PARADISE VALLEY HOSPITAL","SAN DIEGO","Investor","Physical Rehabilitation",191
"1351",2010,370771,"SCRIPPS MEMORIAL HOSPITAL - LA JOLLA","SAN DIEGO","Non-Profit","Acute",20298
"1352",2010,370771,"SCRIPPS MEMORIAL HOSPITAL - LA JOLLA","SAN DIEGO","Non-Profit","Chemical Dependency",612
"1353",2010,370780,"TRI-CITY MEDICAL CENTER","SAN DIEGO","District","Acute",18110
"1354",2010,370780,"TRI-CITY MEDICAL CENTER","SAN DIEGO","District","Psychiatric",875
"1355",2010,370780,"TRI-CITY MEDICAL CENTER","SAN DIEGO","District","Physical Rehabilitation",184
"1356",2010,370782,"UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER","SAN DIEGO","UC","Acute",25159
"1357",2010,370782,"UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER","SAN DIEGO","UC","Psychiatric",1498
"1358",2010,370787,"PROMISE HOSPITAL OF SAN DIEGO","SAN DIEGO","Investor","Acute",594
"1359",2010,370787,"PROMISE HOSPITAL OF SAN DIEGO","SAN DIEGO","Investor","Psychiatric",1283
"1360",2010,370875,"SHARP CHULA VISTA MEDICAL CENTER","SAN DIEGO","Non-Profit","Acute",17782
"1361",2010,370875,"SHARP CHULA VISTA MEDICAL CENTER","SAN DIEGO","Non-Profit","Skilled Nursing/Intermediate Care",595
"1362",2010,370977,"POMERADO HOSPITAL","SAN DIEGO","District","Acute",7401
"1363",2010,370977,"POMERADO HOSPITAL","SAN DIEGO","District","Skilled Nursing/Intermediate Care",614
"1364",2010,370977,"POMERADO HOSPITAL","SAN DIEGO","District","Psychiatric",256
"1365",2010,371256,"SCRIPPS GREEN HOSPITAL","SAN DIEGO","Non-Profit","Acute",12006
"1366",2010,371394,"SCRIPPS MEMORIAL HOSPITAL - ENCINITAS","SAN DIEGO","Non-Profit","Acute",11023
"1367",2010,371394,"SCRIPPS MEMORIAL HOSPITAL - ENCINITAS","SAN DIEGO","Non-Profit","Physical Rehabilitation",627
"1368",2010,374024,"AURORA SAN DIEGO","SAN DIEGO","Investor","Psychiatric",2450
"1369",2010,374024,"AURORA SAN DIEGO","SAN DIEGO","Investor","Chemical Dependency",464
"1370",2010,374049,"SHARP VISTA PACIFICA","SAN DIEGO","Non-Profit","Chemical Dependency",213
"1371",2010,374055,"SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL","SAN DIEGO","City/County","Skilled Nursing/Intermediate Care",73
"1372",2010,374055,"SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL","SAN DIEGO","City/County","Psychiatric",2041
"1373",2010,374084,"SAN DIEGO HOSPICE AND PALLIATIVE CARE-ACUTE CARE CTR","SAN DIEGO","Non-Profit","Acute",873
"1374",2010,374094,"VIBRA HOSPITAL OF SAN DIEGO","SAN DIEGO","Investor","Acute",828
"1375",2010,380842,"JEWISH HOME","SAN FRANCISCO","Non-Profit","Skilled Nursing/Intermediate Care",596
"1376",2010,380842,"JEWISH HOME","SAN FRANCISCO","Non-Profit","Psychiatric",62
"1377",2010,380857,"KAISER FND HOSP - SAN FRANCISCO","SAN FRANCISCO","Non-Profit","Acute",15714
"1378",2010,380865,"LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER","SAN FRANCISCO","City/County","Acute",156
"1379",2010,380865,"LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER","SAN FRANCISCO","City/County","Skilled Nursing/Intermediate Care",847
"1380",2010,380865,"LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER","SAN FRANCISCO","City/County","Physical Rehabilitation",42
"1381",2010,380868,"LANGLEY PORTER PSYCHIATRIC INSTITUTE","SAN FRANCISCO","UC","Psychiatric",747
"1382",2010,380929,"CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS","SAN FRANCISCO","Non-Profit","Acute",29486
"1383",2010,380929,"CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS","SAN FRANCISCO","Non-Profit","Skilled Nursing/Intermediate Care",1701
"1384",2010,380929,"CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS","SAN FRANCISCO","Non-Profit","Psychiatric",581
"1385",2010,380929,"CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS","SAN FRANCISCO","Non-Profit","Physical Rehabilitation",540
"1386",2010,380939,"SAN FRANCISCO GENERAL HOSPITAL","SAN FRANCISCO","City/County","Acute",13814
"1387",2010,380939,"SAN FRANCISCO GENERAL HOSPITAL","SAN FRANCISCO","City/County","Skilled Nursing/Intermediate Care",437
"1388",2010,380939,"SAN FRANCISCO GENERAL HOSPITAL","SAN FRANCISCO","City/County","Psychiatric",2109
"1389",2010,380960,"ST. FRANCIS MEMORIAL HOSPITAL","SAN FRANCISCO","Non-Profit","Acute",4682
"1390",2010,380960,"ST. FRANCIS MEMORIAL HOSPITAL","SAN FRANCISCO","Non-Profit","Psychiatric",1444
"1391",2010,380960,"ST. FRANCIS MEMORIAL HOSPITAL","SAN FRANCISCO","Non-Profit","Physical Rehabilitation",441
"1392",2010,380964,"CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS","SAN FRANCISCO","Non-Profit","Acute",4701
"1393",2010,380964,"CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS","SAN FRANCISCO","Non-Profit","Skilled Nursing/Intermediate Care",406
"1394",2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO","SAN FRANCISCO","Non-Profit","Acute",5062
"1395",2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO","SAN FRANCISCO","Non-Profit","Skilled Nursing/Intermediate Care",762
"1396",2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO","SAN FRANCISCO","Non-Profit","Psychiatric",628
"1397",2010,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO","SAN FRANCISCO","Non-Profit","Physical Rehabilitation",414
"1398",2010,381154,"UCSF MEDICAL CENTER","SAN FRANCISCO","UC","Acute",30084
"1399",2010,382715,"CHINESE HOSPITAL","SAN FRANCISCO","Non-Profit","Acute",1936
"1400",2010,390846,"DAMERON HOSPITAL","SAN JOAQUIN","Non-Profit","Acute",11109
"1401",2010,390923,"LODI MEMORIAL HOSPITAL","SAN JOAQUIN","Non-Profit","Acute",8899
"1402",2010,390923,"LODI MEMORIAL HOSPITAL","SAN JOAQUIN","Non-Profit","Skilled Nursing/Intermediate Care",50
"1403",2010,390923,"LODI MEMORIAL HOSPITAL","SAN JOAQUIN","Non-Profit","Physical Rehabilitation",142
"1404",2010,391010,"SAN JOAQUIN GENERAL HOSPITAL","SAN JOAQUIN","City/County","Acute",10732
"1405",2010,391042,"ST. JOSEPH'S MEDICAL CENTER OF STOCKTON","SAN JOAQUIN","Non-Profit","Acute",18672
"1406",2010,391042,"ST. JOSEPH'S MEDICAL CENTER OF STOCKTON","SAN JOAQUIN","Non-Profit","Skilled Nursing/Intermediate Care",545
"1407",2010,391056,"SUTTER TRACY COMMUNITY HOSPITAL","SAN JOAQUIN","Non-Profit","Acute",4654
"1408",2010,392232,"ST. JOSEPH'S BEHAVIORAL HEALTH CENTER","SAN JOAQUIN","Non-Profit","Psychiatric",1488
"1409",2010,392287,"DOCTORS HOSPITAL OF MANTECA","SAN JOAQUIN","Investor","Acute",4280
"1410",2010,394003,"SAN JOAQUIN COUNTY P.H.F.","SAN JOAQUIN","City/County","Psychiatric",1402
"1411",2010,394009,"KAISER FND HOSP-MANTECA","SAN JOAQUIN","Non-Profit","Acute",11819
"1412",2010,394009,"KAISER FND HOSP-MANTECA","SAN JOAQUIN","Non-Profit","Skilled Nursing/Intermediate Care",80
"1413",2010,400466,"ARROYO GRANDE COMMUNITY HOSPITAL","SAN LUIS OBISPO","Non-Profit","Acute",2687
"1414",2010,400466,"ARROYO GRANDE COMMUNITY HOSPITAL","SAN LUIS OBISPO","Non-Profit","Skilled Nursing/Intermediate Care",178
"1415",2010,400480,"FRENCH HOSPITAL MEDICAL CENTER","SAN LUIS OBISPO","Non-Profit","Acute",5324
"1416",2010,400524,"SIERRA VISTA REGIONAL MEDICAL CENTER","SAN LUIS OBISPO","Investor","Acute",7125
"1417",2010,400548,"TWIN CITIES COMMUNITY HOSPITAL","SAN LUIS OBISPO","Investor","Acute",6718
"1418",2010,404046,"SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY","SAN LUIS OBISPO","City/County","Psychiatric",1319
"1419",2010,410782,"SAN MATEO MEDICAL CENTER","SAN MATEO","City/County","Acute",2801
"1420",2010,410782,"SAN MATEO MEDICAL CENTER","SAN MATEO","City/County","Skilled Nursing/Intermediate Care",415
"1421",2010,410782,"SAN MATEO MEDICAL CENTER","SAN MATEO","City/County","Psychiatric",773
"1422",2010,410804,"KAISER FND HOSP - REDWOOD CITY","SAN MATEO","Non-Profit","Acute",8736
"1423",2010,410806,"KAISER FND HOSP - SOUTH SAN FRANCISCO","SAN MATEO","Non-Profit","Acute",5900
